,source,target
22821,D:\PROJECTS\Python_projects\PythonMain\data_task\22821,D:\PROJECTS\Python_projects\PythonMain\data_solved\22821
22822,D:\PROJECTS\Python_projects\PythonMain\data_task\22822,D:\PROJECTS\Python_projects\PythonMain\data_solved\22822
22823,D:\PROJECTS\Python_projects\PythonMain\data_task\22823,D:\PROJECTS\Python_projects\PythonMain\data_solved\22823
22824,D:\PROJECTS\Python_projects\PythonMain\data_task\22824,D:\PROJECTS\Python_projects\PythonMain\data_solved\22824
22825,D:\PROJECTS\Python_projects\PythonMain\data_task\22825,D:\PROJECTS\Python_projects\PythonMain\data_solved\22825
22826,D:\PROJECTS\Python_projects\PythonMain\data_task\22826,D:\PROJECTS\Python_projects\PythonMain\data_solved\22826
22827,D:\PROJECTS\Python_projects\PythonMain\data_task\22827,D:\PROJECTS\Python_projects\PythonMain\data_solved\22827
22828,D:\PROJECTS\Python_projects\PythonMain\data_task\22828,D:\PROJECTS\Python_projects\PythonMain\data_solved\22828
22829,D:\PROJECTS\Python_projects\PythonMain\data_task\22829,D:\PROJECTS\Python_projects\PythonMain\data_solved\22829
22830,D:\PROJECTS\Python_projects\PythonMain\data_task\22830,D:\PROJECTS\Python_projects\PythonMain\data_solved\22830
22831,D:\PROJECTS\Python_projects\PythonMain\data_task\22831,D:\PROJECTS\Python_projects\PythonMain\data_solved\22831
22832,D:\PROJECTS\Python_projects\PythonMain\data_task\22832,D:\PROJECTS\Python_projects\PythonMain\data_solved\22832
22833,D:\PROJECTS\Python_projects\PythonMain\data_task\22833,D:\PROJECTS\Python_projects\PythonMain\data_solved\22833
22834,D:\PROJECTS\Python_projects\PythonMain\data_task\22834,D:\PROJECTS\Python_projects\PythonMain\data_solved\22834
22835,D:\PROJECTS\Python_projects\PythonMain\data_task\22835,D:\PROJECTS\Python_projects\PythonMain\data_solved\22835
22836,D:\PROJECTS\Python_projects\PythonMain\data_task\22836,D:\PROJECTS\Python_projects\PythonMain\data_solved\22836
22837,D:\PROJECTS\Python_projects\PythonMain\data_task\22837,D:\PROJECTS\Python_projects\PythonMain\data_solved\22837
22838,D:\PROJECTS\Python_projects\PythonMain\data_task\22838,D:\PROJECTS\Python_projects\PythonMain\data_solved\22838
22839,D:\PROJECTS\Python_projects\PythonMain\data_task\22839,D:\PROJECTS\Python_projects\PythonMain\data_solved\22839
22840,D:\PROJECTS\Python_projects\PythonMain\data_task\22840,D:\PROJECTS\Python_projects\PythonMain\data_solved\22840
22841,D:\PROJECTS\Python_projects\PythonMain\data_task\22841,D:\PROJECTS\Python_projects\PythonMain\data_solved\22841
22842,D:\PROJECTS\Python_projects\PythonMain\data_task\22842,D:\PROJECTS\Python_projects\PythonMain\data_solved\22842
22843,D:\PROJECTS\Python_projects\PythonMain\data_task\22843,D:\PROJECTS\Python_projects\PythonMain\data_solved\22843
22844,D:\PROJECTS\Python_projects\PythonMain\data_task\22844,D:\PROJECTS\Python_projects\PythonMain\data_solved\22844
22845,D:\PROJECTS\Python_projects\PythonMain\data_task\22845,D:\PROJECTS\Python_projects\PythonMain\data_solved\22845
22846,D:\PROJECTS\Python_projects\PythonMain\data_task\22846,D:\PROJECTS\Python_projects\PythonMain\data_solved\22846
22847,D:\PROJECTS\Python_projects\PythonMain\data_task\22847,D:\PROJECTS\Python_projects\PythonMain\data_solved\22847
22848,D:\PROJECTS\Python_projects\PythonMain\data_task\22848,D:\PROJECTS\Python_projects\PythonMain\data_solved\22848
22849,D:\PROJECTS\Python_projects\PythonMain\data_task\22849,D:\PROJECTS\Python_projects\PythonMain\data_solved\22849
22850,D:\PROJECTS\Python_projects\PythonMain\data_task\22850,D:\PROJECTS\Python_projects\PythonMain\data_solved\22850
22851,D:\PROJECTS\Python_projects\PythonMain\data_task\22851,D:\PROJECTS\Python_projects\PythonMain\data_solved\22851
22852,D:\PROJECTS\Python_projects\PythonMain\data_task\22852,D:\PROJECTS\Python_projects\PythonMain\data_solved\22852
22853,D:\PROJECTS\Python_projects\PythonMain\data_task\22853,D:\PROJECTS\Python_projects\PythonMain\data_solved\22853
22854,D:\PROJECTS\Python_projects\PythonMain\data_task\22854,D:\PROJECTS\Python_projects\PythonMain\data_solved\22854
22855,D:\PROJECTS\Python_projects\PythonMain\data_task\22855,D:\PROJECTS\Python_projects\PythonMain\data_solved\22855
22856,D:\PROJECTS\Python_projects\PythonMain\data_task\22856,D:\PROJECTS\Python_projects\PythonMain\data_solved\22856
22857,D:\PROJECTS\Python_projects\PythonMain\data_task\22857,D:\PROJECTS\Python_projects\PythonMain\data_solved\22857
22858,D:\PROJECTS\Python_projects\PythonMain\data_task\22858,D:\PROJECTS\Python_projects\PythonMain\data_solved\22858
22859,D:\PROJECTS\Python_projects\PythonMain\data_task\22859,D:\PROJECTS\Python_projects\PythonMain\data_solved\22859
22860,D:\PROJECTS\Python_projects\PythonMain\data_task\22860,D:\PROJECTS\Python_projects\PythonMain\data_solved\22860
22861,D:\PROJECTS\Python_projects\PythonMain\data_task\22861,D:\PROJECTS\Python_projects\PythonMain\data_solved\22861
22862,D:\PROJECTS\Python_projects\PythonMain\data_task\22862,D:\PROJECTS\Python_projects\PythonMain\data_solved\22862
22863,D:\PROJECTS\Python_projects\PythonMain\data_task\22863,D:\PROJECTS\Python_projects\PythonMain\data_solved\22863
22864,D:\PROJECTS\Python_projects\PythonMain\data_task\22864,D:\PROJECTS\Python_projects\PythonMain\data_solved\22864
22865,D:\PROJECTS\Python_projects\PythonMain\data_task\22865,D:\PROJECTS\Python_projects\PythonMain\data_solved\22865
22866,D:\PROJECTS\Python_projects\PythonMain\data_task\22866,D:\PROJECTS\Python_projects\PythonMain\data_solved\22866
22867,D:\PROJECTS\Python_projects\PythonMain\data_task\22867,D:\PROJECTS\Python_projects\PythonMain\data_solved\22867
22868,D:\PROJECTS\Python_projects\PythonMain\data_task\22868,D:\PROJECTS\Python_projects\PythonMain\data_solved\22868
22869,D:\PROJECTS\Python_projects\PythonMain\data_task\22869,D:\PROJECTS\Python_projects\PythonMain\data_solved\22869
22870,D:\PROJECTS\Python_projects\PythonMain\data_task\22870,D:\PROJECTS\Python_projects\PythonMain\data_solved\22870
22871,D:\PROJECTS\Python_projects\PythonMain\data_task\22871,D:\PROJECTS\Python_projects\PythonMain\data_solved\22871
22872,D:\PROJECTS\Python_projects\PythonMain\data_task\22872,D:\PROJECTS\Python_projects\PythonMain\data_solved\22872
22873,D:\PROJECTS\Python_projects\PythonMain\data_task\22873,D:\PROJECTS\Python_projects\PythonMain\data_solved\22873
22874,D:\PROJECTS\Python_projects\PythonMain\data_task\22874,D:\PROJECTS\Python_projects\PythonMain\data_solved\22874
22875,D:\PROJECTS\Python_projects\PythonMain\data_task\22875,D:\PROJECTS\Python_projects\PythonMain\data_solved\22875
22876,D:\PROJECTS\Python_projects\PythonMain\data_task\22876,D:\PROJECTS\Python_projects\PythonMain\data_solved\22876
22877,D:\PROJECTS\Python_projects\PythonMain\data_task\22877,D:\PROJECTS\Python_projects\PythonMain\data_solved\22877
22878,D:\PROJECTS\Python_projects\PythonMain\data_task\22878,D:\PROJECTS\Python_projects\PythonMain\data_solved\22878
22879,D:\PROJECTS\Python_projects\PythonMain\data_task\22879,D:\PROJECTS\Python_projects\PythonMain\data_solved\22879
22880,D:\PROJECTS\Python_projects\PythonMain\data_task\22880,D:\PROJECTS\Python_projects\PythonMain\data_solved\22880
22881,D:\PROJECTS\Python_projects\PythonMain\data_task\22881,D:\PROJECTS\Python_projects\PythonMain\data_solved\22881
22882,D:\PROJECTS\Python_projects\PythonMain\data_task\22882,D:\PROJECTS\Python_projects\PythonMain\data_solved\22882
22883,D:\PROJECTS\Python_projects\PythonMain\data_task\22883,D:\PROJECTS\Python_projects\PythonMain\data_solved\22883
22884,D:\PROJECTS\Python_projects\PythonMain\data_task\22884,D:\PROJECTS\Python_projects\PythonMain\data_solved\22884
22885,D:\PROJECTS\Python_projects\PythonMain\data_task\22885,D:\PROJECTS\Python_projects\PythonMain\data_solved\22885
22886,D:\PROJECTS\Python_projects\PythonMain\data_task\22886,D:\PROJECTS\Python_projects\PythonMain\data_solved\22886
22887,D:\PROJECTS\Python_projects\PythonMain\data_task\22887,D:\PROJECTS\Python_projects\PythonMain\data_solved\22887
22888,D:\PROJECTS\Python_projects\PythonMain\data_task\22888,D:\PROJECTS\Python_projects\PythonMain\data_solved\22888
22889,D:\PROJECTS\Python_projects\PythonMain\data_task\22889,D:\PROJECTS\Python_projects\PythonMain\data_solved\22889
22890,D:\PROJECTS\Python_projects\PythonMain\data_task\22890,D:\PROJECTS\Python_projects\PythonMain\data_solved\22890
22891,D:\PROJECTS\Python_projects\PythonMain\data_task\22891,D:\PROJECTS\Python_projects\PythonMain\data_solved\22891
22892,D:\PROJECTS\Python_projects\PythonMain\data_task\22892,D:\PROJECTS\Python_projects\PythonMain\data_solved\22892
22893,D:\PROJECTS\Python_projects\PythonMain\data_task\22893,D:\PROJECTS\Python_projects\PythonMain\data_solved\22893
22894,D:\PROJECTS\Python_projects\PythonMain\data_task\22894,D:\PROJECTS\Python_projects\PythonMain\data_solved\22894
22895,D:\PROJECTS\Python_projects\PythonMain\data_task\22895,D:\PROJECTS\Python_projects\PythonMain\data_solved\22895
22896,D:\PROJECTS\Python_projects\PythonMain\data_task\22896,D:\PROJECTS\Python_projects\PythonMain\data_solved\22896
22897,D:\PROJECTS\Python_projects\PythonMain\data_task\22897,D:\PROJECTS\Python_projects\PythonMain\data_solved\22897
22898,D:\PROJECTS\Python_projects\PythonMain\data_task\22898,D:\PROJECTS\Python_projects\PythonMain\data_solved\22898
22899,D:\PROJECTS\Python_projects\PythonMain\data_task\22899,D:\PROJECTS\Python_projects\PythonMain\data_solved\22899
22900,D:\PROJECTS\Python_projects\PythonMain\data_task\22900,D:\PROJECTS\Python_projects\PythonMain\data_solved\22900
22901,D:\PROJECTS\Python_projects\PythonMain\data_task\22901,D:\PROJECTS\Python_projects\PythonMain\data_solved\22901
22902,D:\PROJECTS\Python_projects\PythonMain\data_task\22902,D:\PROJECTS\Python_projects\PythonMain\data_solved\22902
22903,D:\PROJECTS\Python_projects\PythonMain\data_task\22903,D:\PROJECTS\Python_projects\PythonMain\data_solved\22903
22904,D:\PROJECTS\Python_projects\PythonMain\data_task\22904,D:\PROJECTS\Python_projects\PythonMain\data_solved\22904
22905,D:\PROJECTS\Python_projects\PythonMain\data_task\22905,D:\PROJECTS\Python_projects\PythonMain\data_solved\22905
22906,D:\PROJECTS\Python_projects\PythonMain\data_task\22906,D:\PROJECTS\Python_projects\PythonMain\data_solved\22906
22907,D:\PROJECTS\Python_projects\PythonMain\data_task\22907,D:\PROJECTS\Python_projects\PythonMain\data_solved\22907
22908,D:\PROJECTS\Python_projects\PythonMain\data_task\22908,D:\PROJECTS\Python_projects\PythonMain\data_solved\22908
22909,D:\PROJECTS\Python_projects\PythonMain\data_task\22909,D:\PROJECTS\Python_projects\PythonMain\data_solved\22909
22910,D:\PROJECTS\Python_projects\PythonMain\data_task\22910,D:\PROJECTS\Python_projects\PythonMain\data_solved\22910
22911,D:\PROJECTS\Python_projects\PythonMain\data_task\22911,D:\PROJECTS\Python_projects\PythonMain\data_solved\22911
22912,D:\PROJECTS\Python_projects\PythonMain\data_task\22912,D:\PROJECTS\Python_projects\PythonMain\data_solved\22912
22913,D:\PROJECTS\Python_projects\PythonMain\data_task\22913,D:\PROJECTS\Python_projects\PythonMain\data_solved\22913
22914,D:\PROJECTS\Python_projects\PythonMain\data_task\22914,D:\PROJECTS\Python_projects\PythonMain\data_solved\22914
22915,D:\PROJECTS\Python_projects\PythonMain\data_task\22915,D:\PROJECTS\Python_projects\PythonMain\data_solved\22915
22916,D:\PROJECTS\Python_projects\PythonMain\data_task\22916,D:\PROJECTS\Python_projects\PythonMain\data_solved\22916
22917,D:\PROJECTS\Python_projects\PythonMain\data_task\22917,D:\PROJECTS\Python_projects\PythonMain\data_solved\22917
22918,D:\PROJECTS\Python_projects\PythonMain\data_task\22918,D:\PROJECTS\Python_projects\PythonMain\data_solved\22918
22919,D:\PROJECTS\Python_projects\PythonMain\data_task\22919,D:\PROJECTS\Python_projects\PythonMain\data_solved\22919
22920,D:\PROJECTS\Python_projects\PythonMain\data_task\22920,D:\PROJECTS\Python_projects\PythonMain\data_solved\22920
22921,D:\PROJECTS\Python_projects\PythonMain\data_task\22921,D:\PROJECTS\Python_projects\PythonMain\data_solved\22921
22922,D:\PROJECTS\Python_projects\PythonMain\data_task\22922,D:\PROJECTS\Python_projects\PythonMain\data_solved\22922
22923,D:\PROJECTS\Python_projects\PythonMain\data_task\22923,D:\PROJECTS\Python_projects\PythonMain\data_solved\22923
22924,D:\PROJECTS\Python_projects\PythonMain\data_task\22924,D:\PROJECTS\Python_projects\PythonMain\data_solved\22924
22925,D:\PROJECTS\Python_projects\PythonMain\data_task\22925,D:\PROJECTS\Python_projects\PythonMain\data_solved\22925
22926,D:\PROJECTS\Python_projects\PythonMain\data_task\22926,D:\PROJECTS\Python_projects\PythonMain\data_solved\22926
22927,D:\PROJECTS\Python_projects\PythonMain\data_task\22927,D:\PROJECTS\Python_projects\PythonMain\data_solved\22927
22928,D:\PROJECTS\Python_projects\PythonMain\data_task\22928,D:\PROJECTS\Python_projects\PythonMain\data_solved\22928
22929,D:\PROJECTS\Python_projects\PythonMain\data_task\22929,D:\PROJECTS\Python_projects\PythonMain\data_solved\22929
22930,D:\PROJECTS\Python_projects\PythonMain\data_task\22930,D:\PROJECTS\Python_projects\PythonMain\data_solved\22930
22931,D:\PROJECTS\Python_projects\PythonMain\data_task\22931,D:\PROJECTS\Python_projects\PythonMain\data_solved\22931
22932,D:\PROJECTS\Python_projects\PythonMain\data_task\22932,D:\PROJECTS\Python_projects\PythonMain\data_solved\22932
22933,D:\PROJECTS\Python_projects\PythonMain\data_task\22933,D:\PROJECTS\Python_projects\PythonMain\data_solved\22933
22934,D:\PROJECTS\Python_projects\PythonMain\data_task\22934,D:\PROJECTS\Python_projects\PythonMain\data_solved\22934
22935,D:\PROJECTS\Python_projects\PythonMain\data_task\22935,D:\PROJECTS\Python_projects\PythonMain\data_solved\22935
22936,D:\PROJECTS\Python_projects\PythonMain\data_task\22936,D:\PROJECTS\Python_projects\PythonMain\data_solved\22936
22937,D:\PROJECTS\Python_projects\PythonMain\data_task\22937,D:\PROJECTS\Python_projects\PythonMain\data_solved\22937
22938,D:\PROJECTS\Python_projects\PythonMain\data_task\22938,D:\PROJECTS\Python_projects\PythonMain\data_solved\22938
22939,D:\PROJECTS\Python_projects\PythonMain\data_task\22939,D:\PROJECTS\Python_projects\PythonMain\data_solved\22939
22940,D:\PROJECTS\Python_projects\PythonMain\data_task\22940,D:\PROJECTS\Python_projects\PythonMain\data_solved\22940
22941,D:\PROJECTS\Python_projects\PythonMain\data_task\22941,D:\PROJECTS\Python_projects\PythonMain\data_solved\22941
22942,D:\PROJECTS\Python_projects\PythonMain\data_task\22942,D:\PROJECTS\Python_projects\PythonMain\data_solved\22942
22943,D:\PROJECTS\Python_projects\PythonMain\data_task\22943,D:\PROJECTS\Python_projects\PythonMain\data_solved\22943
22944,D:\PROJECTS\Python_projects\PythonMain\data_task\22944,D:\PROJECTS\Python_projects\PythonMain\data_solved\22944
22945,D:\PROJECTS\Python_projects\PythonMain\data_task\22945,D:\PROJECTS\Python_projects\PythonMain\data_solved\22945
22946,D:\PROJECTS\Python_projects\PythonMain\data_task\22946,D:\PROJECTS\Python_projects\PythonMain\data_solved\22946
22947,D:\PROJECTS\Python_projects\PythonMain\data_task\22947,D:\PROJECTS\Python_projects\PythonMain\data_solved\22947
22948,D:\PROJECTS\Python_projects\PythonMain\data_task\22948,D:\PROJECTS\Python_projects\PythonMain\data_solved\22948
22949,D:\PROJECTS\Python_projects\PythonMain\data_task\22949,D:\PROJECTS\Python_projects\PythonMain\data_solved\22949
22950,D:\PROJECTS\Python_projects\PythonMain\data_task\22950,D:\PROJECTS\Python_projects\PythonMain\data_solved\22950
22951,D:\PROJECTS\Python_projects\PythonMain\data_task\22951,D:\PROJECTS\Python_projects\PythonMain\data_solved\22951
22952,D:\PROJECTS\Python_projects\PythonMain\data_task\22952,D:\PROJECTS\Python_projects\PythonMain\data_solved\22952
22953,D:\PROJECTS\Python_projects\PythonMain\data_task\22953,D:\PROJECTS\Python_projects\PythonMain\data_solved\22953
22954,D:\PROJECTS\Python_projects\PythonMain\data_task\22954,D:\PROJECTS\Python_projects\PythonMain\data_solved\22954
22955,D:\PROJECTS\Python_projects\PythonMain\data_task\22955,D:\PROJECTS\Python_projects\PythonMain\data_solved\22955
22956,D:\PROJECTS\Python_projects\PythonMain\data_task\22956,D:\PROJECTS\Python_projects\PythonMain\data_solved\22956
22957,D:\PROJECTS\Python_projects\PythonMain\data_task\22957,D:\PROJECTS\Python_projects\PythonMain\data_solved\22957
22958,D:\PROJECTS\Python_projects\PythonMain\data_task\22958,D:\PROJECTS\Python_projects\PythonMain\data_solved\22958
22959,D:\PROJECTS\Python_projects\PythonMain\data_task\22959,D:\PROJECTS\Python_projects\PythonMain\data_solved\22959
22960,D:\PROJECTS\Python_projects\PythonMain\data_task\22960,D:\PROJECTS\Python_projects\PythonMain\data_solved\22960
22961,D:\PROJECTS\Python_projects\PythonMain\data_task\22961,D:\PROJECTS\Python_projects\PythonMain\data_solved\22961
22962,D:\PROJECTS\Python_projects\PythonMain\data_task\22962,D:\PROJECTS\Python_projects\PythonMain\data_solved\22962
22963,D:\PROJECTS\Python_projects\PythonMain\data_task\22963,D:\PROJECTS\Python_projects\PythonMain\data_solved\22963
22964,D:\PROJECTS\Python_projects\PythonMain\data_task\22964,D:\PROJECTS\Python_projects\PythonMain\data_solved\22964
22965,D:\PROJECTS\Python_projects\PythonMain\data_task\22965,D:\PROJECTS\Python_projects\PythonMain\data_solved\22965
22966,D:\PROJECTS\Python_projects\PythonMain\data_task\22966,D:\PROJECTS\Python_projects\PythonMain\data_solved\22966
22967,D:\PROJECTS\Python_projects\PythonMain\data_task\22967,D:\PROJECTS\Python_projects\PythonMain\data_solved\22967
22968,D:\PROJECTS\Python_projects\PythonMain\data_task\22968,D:\PROJECTS\Python_projects\PythonMain\data_solved\22968
22969,D:\PROJECTS\Python_projects\PythonMain\data_task\22969,D:\PROJECTS\Python_projects\PythonMain\data_solved\22969
22970,D:\PROJECTS\Python_projects\PythonMain\data_task\22970,D:\PROJECTS\Python_projects\PythonMain\data_solved\22970
22971,D:\PROJECTS\Python_projects\PythonMain\data_task\22971,D:\PROJECTS\Python_projects\PythonMain\data_solved\22971
22972,D:\PROJECTS\Python_projects\PythonMain\data_task\22972,D:\PROJECTS\Python_projects\PythonMain\data_solved\22972
22973,D:\PROJECTS\Python_projects\PythonMain\data_task\22973,D:\PROJECTS\Python_projects\PythonMain\data_solved\22973
22974,D:\PROJECTS\Python_projects\PythonMain\data_task\22974,D:\PROJECTS\Python_projects\PythonMain\data_solved\22974
22975,D:\PROJECTS\Python_projects\PythonMain\data_task\22975,D:\PROJECTS\Python_projects\PythonMain\data_solved\22975
22976,D:\PROJECTS\Python_projects\PythonMain\data_task\22976,D:\PROJECTS\Python_projects\PythonMain\data_solved\22976
22977,D:\PROJECTS\Python_projects\PythonMain\data_task\22977,D:\PROJECTS\Python_projects\PythonMain\data_solved\22977
